PMID,Title,csv_name,SentenceIndex,Sentence,predicted_label_id,predicted_label
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,2,"METHODS: We cross-sectionally assessed combinations of cerebrospinal fluid measures (CSF p-tau(181) and t-tau) and (18)F-PI-2620 tau-positron emission tomography (PET) in patients with AD (n = 64), clinically suspected 4RTs (progressive supranuclear palsy or corticobasal syndrome, n = 82) and healthy controls (n = 19).",0,Complex Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,3,RESULTS: Elevated CSF p-tau(181) and cortical (18)F-PI-2620 binding was characteristic for AD while normal CSF p-tau(181) with elevated subcortical (18)F-PI-2620 binding was characteristic for 4RTs.,1,Compound Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,4,(18)F-PI-2620-assessed posterior cortical hypoperfusion could be used as an additional neuronal injury biomarker in AD.,4,Simple Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,5,DISCUSSION: The specific combination of CSF markers and (18)F-PI-2620 tau-PET in disease-specific regions facilitates the biomarker-guided stratification of AD and 4RTs.,0,Complex Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,6,This has implications for biomarker-aided diagnostic workflows and the advancement in clinical trials.,0,Complex Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,7,HIGHLIGHTS: Novel biomarker-based algorithm for differentiating AD and 4R-tauopathies.,3,Incomplete Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,8,A combination of CSF p-tau(181) and (18)F-PI-2620 discriminates AD versus 4R tauopathies.,4,Simple Sentence
39263969,Combining cerebrospinal fluid and PI-2620 tau-PET for biomarker-based stratification of Alzheimer's disease and 4R-tauopathies.,AD,9,Hypoperfusion serves as an additional neuronal injury biomarker in AD.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,0,BACKGROUND: Individuals experiencing subjective cognitive decline (SCD) are at an increased risk of developing mild cognitive impairment and dementia.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,1,Early identification of SCD and neurodegenerative diseases using biomarkers may help clinical decision-making and improve prognosis.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,2,"However, few cross-sectional and longitudinal studies have explored plasma biomarkers in individuals with SCD using immunomagnetic reduction.",0,Complex Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,3,OBJECTIVE: To identify plasma biomarkers for SCD.,3,Incomplete Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,4,"METHODS: Fifty-two participants [38 with SCD, 14 healthy controls (HCs)] underwent baseline assessments, including measurements of plasma Aβ(42), Aβ(40), t-tau, p-tau, and α-synuclein using immunomagnetic reduction (IMR) assays, cognitive tests and the Mini-Mental State Examination (MMSE).",0,Complex Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,5,"Following initial cross-sectional analysis, 39 individuals (29 with SCD, 10 HCs) entered a longitudinal phase for reassessment of these biomarkers and the MMSE.",4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,6,Biomarker outcomes across different individual categories were primarily assessed using the area under the receiver operating characteristic (ROC) curve.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,7,The SCD subgroup with an MMSE decline over one point was compared to those without such a decline.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,8,"RESULTS: Higher baseline plasma Aβ(1-42) levels significantly discriminated participants with SCD from HCs, with an acceptable area under the ROC curve (AUC) of 67.5% [95% confidence interval (CI), 52.7-80.0%].",0,Complex Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,9,"However, follow-up and changes in MMSE and IMR data did not significantly differ between the SCD and HC groups (p > 0.05).",4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,10,"Furthermore, lower baseline plasma Aβ(1-42) levels were able to discriminate SCD subgroups with and without cognitive decline with a satisfied performance (AUC, 75.0%; 95% CI, 55.6-89.1%).",0,Complex Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,11,"At last, the changes in t-tau and Aβ(42) × t-tau could differentiate between the two SCD subgroups (p < 0.05).",0,Complex Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,12,CONCLUSION: Baseline plasma Aβ(42) may help identify people with SCD and predict SCD progression.,4,Simple Sentence
38828389,Longitudinal assessment of plasma biomarkers for early detection of cognitive changes in subjective cognitive decline.,AD,13,The role of plasma Aβ(42) levels as well as their upward trends from baseline in cases of SCD that progress to mild cognitive impairment and Alzheimer's disease require further investigation.,0,Complex Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,0,"As Alzheimer disease (AD) progresses, pathological tau spreads by cell-to-cell propagation of tau.",0,Complex Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,1,The study study aims to elucidate the impact of AD-associated post-translational modifications of tau-on-tau propagation.,4,Simple Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,2,"Tau propagation reporter constructs distinguishing donor cells from recipient cells were developed, and additional constructs were made with tau residues mutated from serine or threonine to aspartate to mimic the negative charge of a phosphorylation and/or from lysine to glutamine to mimic the charge-neutralizing effect of acetylation.",1,Compound Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,3,Flow cytometry was used to quantify donor and recipient cells.,4,Simple Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,4,The study revealed that the AD-associated post-translational modification mimicking mutations generally tended to reduce tau propagation compared to wildtype tau.,0,Complex Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,5,"Recombinant tau containing either wildtype or posttranslational modification mimicking mutations were used to treat Chinese hamster ovary cells or human induced pluripotent stem cell-derived neurons to quantify tau uptake, revealing that the AD-associated post-translational modification mimicking mutations generally resulted in reduced uptake compared to wildtype tau.",0,Complex Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,6,"Surface plasmon resonance revealed that the AD-associated post-translational modification mimicking mutations had a reduced affinity for lipoprotein receptor-related protein 1 (LRP1), a tau uptake receptor, compared to wildtype tau.",0,Complex Sentence
39984820,Alzheimer disease-associated tau post-translational modification mimics impact tau propagation and uptake.,AD,7,"Overall, these results suggest that AD-associated posttranslational modification mimicking AD-associated post-translational modification mimicking mutations reduce the cell-to-cell propagation of tau by reducing tau uptake by recipient cells, which may be in part due to reduced binding affinity to LRP1.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,0,"Diabetes, hypertension, and dyslipidemia are major risk factors for cardiovascular (CVD), cerebral, and renal diseases (RD).",4,Simple Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,1,"However, the underlying molecular mechanisms, particularly the biological paths linking Diabetes, hypertension, and dyslipidemia Diabetes, hypertension, and dyslipidemia conditions to downstream diseases remain incompletely understood.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,2,"In this study, we investigated the role of plasma proteins as mediators of secondary Downstream diseases development using data from ~50,000 UK Biobank participants.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,3,"Across three Diabetes, hypertension, and dyslipidemia diseases and 18 subsequent conditions, we identified 1,461 significant mediation pathways involving 395 unique plasma proteins.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,4,"Notable examples included GDF15 consistently mediating Diabetes, hypertension, and dyslipidemia diabetes-CVD link and ADM mediating the hypertension-pulmonary disease pathway.",1,Compound Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,5,"Protein mediators of Downstream diseases disease development were highly enriched in immune, metabolic, and cytokine-related pathways.",4,Simple Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,6,"Mendelian randomization supported causal roles for 84 proteins, highlighting their potential as therapeutic targets.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,7,"Moreover, the identified mediating proteins improved predictive accuracy for Downstream diseases disease risk compared to other proteins and traditional clinical risk factors from machine learning methods.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,8,"For example, in individuals with hypertension, the inclusion of top mediating proteins improved prediction accuracy Downstream diseases glomerular disease risk by approximately 14% measured by C-index.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,9,"Stratified analyses based on disease severity revealed additional Downstream diseases progression pathways and mediating proteins, such as APOE mediating the association between severe diabetes and Alzheimer's disease.",0,Complex Sentence
40950430,Plasma Proteomics Linking Primary and Secondary diseases: Insights into Molecular Mediation from UK Biobank Data.,AD,10,"Together, Diabetes, hypertension, and dyslipidemia findings implicate plasma proteins as central molecular mediators linking these Diabetes, hypertension, and dyslipidemia diseases to subsequent development of a Downstream diseases condition and nominate promising targets for biomarker development and therapeutic intervention.",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,0,BACKGROUND: The observational studies investigated the impact of migraine on Alzheimer's Alzheimer's Disease (AD).,4,Simple Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,1,"However, these findings were limited by confounding factors and reverse causation, leading to contradictory results.",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,2,"METHODS: We utilized Univariable Mendelian Randomization (UVMR) to explore the link between migraine (13,971 cases/470,627 controls) and Alzheimer's Disease risk (Bellenguez et al., 39,106 cases/46,828 controls; FinnGen, 111,471 cases/111,471 controls).",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,3,Meta-analysis was performed for comprehensive synthesis.,4,Simple Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,4,"Employing Multivariable Mendelian Randomization (MVMR), we created models incorporating migraine and 35 potential Alzheimer's Disease risk factors, examining migraine's independent impact on Alzheimer's Disease onset risk under considering these factors.",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,5,"RESULTS: The Alzheimer's Disease of inverse variance weighted MR results, combining data from Alzheimer's Disease et al.",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,6,"(odds ratio (OR) [95% confidence interval (CI)]: 1.5717 [1.1868-2.0814], p = 0.0016) and Alzheimer's Disease (OR [95% CI]: 1.2904 [0.5419-3.0730], p = 0.5646), provided evidence for a causal relationship Alzheimer's Disease genetically predicted migraine and the heightened risk of Alzheimer's Disease occurrence (OR [95% CI]: 1.54 [1.18, 2.00], p < 0.01).",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,7,"After adjusting for Diastolic blood pressure (OR [95% CI]: 1.4120 [0.8487-2.3493], p = 0.1840) and Alzheimer's Disease necrosis factor alpha (OR [95% CI]: 1.2411 [0.8352-1.8443], p = 0.2852), no discernible association was detected between migraine and Alzheimer's Disease risk of AD.",0,Complex Sentence
38903170,Independent causal effect of migraines on Alzheimer's disease risk: a multivariate Mendelian randomization study.,AD,8,CONCLUSION: This study offers compelling evidence indicating a significant correlation Alzheimer's Disease genetically predicted migraine and Alzheimer's Disease elevated risk Alzheimer's Disease AD.,0,Complex Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,0,"INTRODUCTION: Normal pressure hydrocephalus (NPH) patients undergoing cortical shunting frequently show early Alzheimer's disease disease (AD) pathology on cortical cortical biopsy which is predictive of progression to clinical Alzheimer's disease The objective of this study was to use samples from this cohort to identify cerebrospinal cerebrospinal fluid (CSF) biomarkers for AD-related central nervous central nervous system (CNS) pathophysiologic changes using tissue and fluids with early pathology, free of post mortem artifact.",0,Complex Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,1,"METHODS: We analyzed Simoa, proteomic, and metabolomic cerebrospinal fluid data from 81 patients with previously documented pathologic and transcriptomic changes.",4,Simple Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,2,"RESULTS: Alzheimer's disease pathology on cortical biopsy correlates with cerebrospinal fluid β-amyloid-42/40, neurofilament light chain (NfL), and phospho-tau-181(p-tau181)/β-amyloid-42, while several gene expression modules correlate with NfL.",2,Compound-Complex Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,3,Proteomic analysis highlights seven core proteins that correlate with pathology and gene expression changes on cortical biopsy and metabolomic analysis of cerebrospinal fluid identifies disease-relevant groups that correlate with cortical biopsy data.,2,Compound-Complex Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,4,"DISCUSSION: As additional biomarkers are added to Alzheimer's disease diagnostic panels, our work provides insight into the central nervous system pathophysiology these markers are tracking.",0,Complex Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,5,HIGHLIGHTS: Alzheimer's disease cerebrospinal fluid biomarkers correlate with central nervous system pathology and transcriptomic changes.,4,Simple Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,6,Seven proteins correlate with central nervous system pathology and gene expression changes.,4,Simple Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,7,"Inflammatory and neuronal gene expression changes correlate with YKL-40 and NPTXR, respectively.",4,Simple Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,8,cerebrospinal fluid metabolomic analysis identifies pathways that correlate with cortical biopsy data.,4,Simple Sentence
39192661,Alzheimer's disease CSF biomarkers correlate with early pathology and alterations in neuronal and glial gene expression.,AD,9,Fatty acid metabolic pathways correlate with β-amyloid pathology.,4,Simple Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,0,"BACKGROUND: Previous observational researchers have found an inverse bidirectional link between Alzheimer's disease (AD) and prostate cancer (PCa); yet, the causative nature of this link remains unclear.",2,Compound-Complex Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,1,"To investigate the causal interactions between Alzheimer's disease and PCa, a bidirectional Mendelian randomization (MR) analysis was conducted.",0,Complex Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,2,"METHODS: study study comprised two Genome-Wide Association Study (GWAS) summary statistics for Alzheimer's disease (17,008 cases and 37,154 controls) and prostate cancer (79,148 cases and 61,106 controls) in individuals of European ancestry.",4,Simple Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,3,"study inverse-variance weighted (IVW) method was employed as the primary approach, while MR-Egger, weighted median, weighted mode, and simple mode served as supplementary methods for estimating the causal effect.",1,Compound Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,4,"To assess pleiotropy, the MR-PRESSO global test and MR-Egger regression were used.",4,Simple Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,5,"Cochran's Q test was adopted to check heterogeneity, MR Steiger test and the leave-one-out analysis was performed to confirm the robustness and reliability of the results.",1,Compound Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,6,"RESULTS: study causal association genetically inferred of Alzheimer's disease on prostate cancer was found using IVW (OR = 0.974, 95% CI = 0.958-0.991, p = 0.003) in forward MR analysis and the causal association genetically inferred of prostate cancer on Alzheimer's disease was not found using IVW (OR = 1.000, 95% CI: 0.954-1.049, P = 0.988) in reverse MR analysis.",1,Compound Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,7,study sensitivity analysis showed that no pleiotropy and heterogeneity was observed.,4,Simple Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,8,study leave-one-out analysis showed that the findings were not inordinately affected by any instrumental variables.,4,Simple Sentence
38544686,Causal relationship between Alzheimer's disease and prostate cancer: a bidirectional Mendelian randomization analysis.,AD,9,"CONCLUSION: study results of this study demonstrated an absence of bidirectional causality between Alzheimer's disease and prostate cancer among the European population, suggested that a genetically predicted possibility of decreased prostate cancer risk in Alzheimer's disease patients, and no significant genetically predicted causal effect Alzheimer's disease prostate cancer on AD.",2,Compound-Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,0,Alzheimer's disease is associated with pre-symptomatic changes in brain morphometry and accumulation of abnormal tau and amyloid-beta pathology.,4,Simple Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,1,Studying the development of brain changes prior to symptoms onset may lead to early diagnostic biomarkers and a better understanding of Alzheimer's disease pathophysiology.,0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,2,"Alzheimer's disease pathology is thought to arise from a combination of protein accumulation and spreading via neural connections, but how these processes influence brain atrophy progression in the pre-symptomatic phases remains unclear.",2,Compound-Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,3,Individuals with a family history of Alzheimer's disease (FHAD) have an elevated risk of Alzheimer's disease providing an opportunity to study the pre-symptomatic phase.,0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,4,"Here, we used structural MRI from three databases Alzheimer's disease Neuroimaging Initiative, Pre-symptomatic Evaluation of Experimental or Novel Treatments for Alzheimer's disease and Montreal Adult Lifespan Study) to map atrophy progression in Individuals with a family history of Alzheimer's disease and Alzheimer's disease and assess the constraining effects of structural connectivity on atrophy progression.",0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,5,Cross-sectional and longitudinal data up to 4 years were used to perform atrophy progression analysis in Individuals with a family history of Alzheimer's disease and Alzheimer's disease compared with controls.,4,Simple Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,6,PET radiotracers were also used to quantify the distribution of abnormal tau and amyloid-beta protein isoforms at baseline.,4,Simple Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,7,"We first derived cortical atrophy progression maps using deformation-based morphometry from 153 Individuals with a family history of Alzheimer's disease 156 Alzheimer's disease and 116 controls with similar age, education and sex at baseline.",0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,8,"We next examined the spatial relationship between atrophy progression and spatial patterns of tau aggregates and amyloid-beta plaques deposition, structural connectivity and neurotransmitter receptor and transporter distributions.",0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,9,"Our results show that there were similar patterns of atrophy progression in Individuals with a family history of Alzheimer's disease and Alzheimer's disease notably in the cingulate, temporal and parietal cortices, with more widespread and severe atrophy in Alzheimer's disease Both tau and amyloid-beta pathology tended to accumulate in regions that were structurally connected in Individuals with a family history of Alzheimer's disease and Alzheimer's disease The pattern of atrophy and its progression also aligned with existing structural connectivity in FHAD.",2,Compound-Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,10,"In Alzheimer's disease our findings suggest that atrophy progression results from pathology propagation that occurred earlier, on a previously intact connectome.",0,Complex Sentence
40092368,Uncovering atrophy progression pattern and mechanisms in individuals at risk of Alzheimer's disease.,AD,11,"Moreover, a relationship was found between serotonin receptor spatial distribution and atrophy progression in Alzheimer's disease The current study demonstrates that regions showing atrophy progression in FHAD and Alzheimer's disease present with specific connectivity and cellular characteristics, uncovering some of the mechanisms involved in pre-clinical and clinical neurodegeneration.",0,Complex Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,0,Accumulation of abnormally phosphorylated tau and its aggregation constitute a significant hallmark of Alzheimer's Alzheimer's disease (AD).,4,Simple Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,1,tau phosphorylation at Ser262 and Ser356 in the KXGS motifs of microtubule-binding repeats plays a critical role in its physiological function and Alzheimer's disease disease progression.,4,Simple Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,2,"Major tau kinases to phosphorylate tau at Ser262 and Ser356 belong to the Microtubule Affinity Regulating Kinase family (MARK1-4), which are considered one of the major contributors to tau abnormalities in Alzheimer's disease However, whether and how each member affects tau toxicity in vivo is unclear.",0,Complex Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,3,We used transgenic Drosophila as a model to compare the effect on tau-induced neurodegeneration among Microtubule Affinity Regulating Kinase family (MARK1-4) in vivo.,0,Complex Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,4,"MARK4 specifically promotes tau accumulation and Ser396 phosphorylation, which yields more tau toxicity than was caused by other MARKs.",0,Complex Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,5,"Interestingly, MARK1, 2, and 4 increased tau phosphorylation at Ser262 and Ser356, but only MARK4 caused tau accumulation, indicating that these sites alone did not cause pathological tau accumulation.",2,Compound-Complex Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,6,"Our results revealed Microtubule Affinity Regulating Kinase family (MARK1-4) are different in their effect on tau toxicity, and also in tau phosphorylation at pathological sites other than Ser262 and Ser356.",1,Compound Sentence
38329182,Microtubule-affinity regulating kinase family members distinctively affect tau phosphorylation and promote its toxicity in a Drosophila model.,AD,7,Understanding the implementation of each MARK into neurodegenerative disease helps to develop more target and safety therapies to overcome Alzheimer's disease and related tauopathies.,0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,0,BACKGROUND: Observational studies have demonstrated that a higher resting heart rate resting heart rate is associated with an increased risk of dementia.,4,Simple Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,1,"However, the association between higher resting heart rate and dementia is not clear whether the association is causal.",0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,2,This study aimed to determine the causal effects of higher genetically predicted resting heart rate on the risk of dementia.,4,Simple Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,3,METHODS: We performed a two-sample Mendelian randomization analysis to investigate the causal effect of higher genetically predicted resting heart rate on Alzheimer's disease Alzheimer's disease using summary statistics from genome-wide association studies.,0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,4,"The generalized summary Mendelian randomization (GSMR) analysis was used to analyze the corresponding effects of RHR on following different outcomes: 1) diagnosis of Alzheimer's disease (International Genomics of Alzheimer's Project), 2) family history (maternal and paternal) of Alzheimer's disease from UK Biobank, 3) combined meta-analysis including these three GWAS results.",0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,5,Further analyses were conducted to determine the possibility of reverse causal association by adjusting for resting heart rate modifying medication.,0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,6,"RESULTS: The results of GSMR showed no significant causal effect of higher genetically predicted RHR on the risk of AD (β(GSMR) = 0.12, P = 0.30).",4,Simple Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,7,"GSMR applied to the maternal family history of Alzheimer's disease (β(GSMR) = -0.18, P = 0.13) and to the paternal family history of Alzheimer's disease (β(GSMR) = -0.14, P = 0.39) showed the same results.",1,Compound Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,8,"Furthermore, the results were robust after adjusting for resting heart rate modifying drugs (β(GSMR) = -0.03, P = 0.72).",0,Complex Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,9,CONCLUSION: Our study did not find any evidence that supports a causal effect of resting heart rate on dementia.,4,Simple Sentence
38500529,Resting heart rate and risk of dementia: a Mendelian randomization study in the international genomics of Alzheimer's Project and UK Biobank.,AD,10,Previous observational associations between resting heart rate and dementia are likely attributed to the correlation between resting heart rate and other cardiovascular diseases.,0,Complex Sentence
41040811,Moderating effect of APOE ε4 on the association of sleep disturbance and amyloid-β pathology among cognitively normal older adults.,AD,0,BACKGROUND: Sleep-wake rhythms are critical for the development of Alzheimer's disease (AD).,4,Simple Sentence
41040811,Moderating effect of APOE ε4 on the association of sleep disturbance and amyloid-β pathology among cognitively normal older adults.,AD,1,"However, the relationship of sleep disturbance, APOE ε4, and amyloid-β (Aβ) accumulation remains unclear.",0,Complex Sentence
41040811,Moderating effect of APOE ε4 on the association of sleep disturbance and amyloid-β pathology among cognitively normal older adults.,AD,2,"Thus, this study investigated the potential role of APOE ε4 allele in the association between sleep disturbance and brain Aβ burden among cognitively normal (CN) older adults.",0,Complex Sentence
