PMID,Title,Abstract,csv_name
39030981,Optimizing cutpoints for clinical interpretation of brain amyloid status using plasma p-tau217 immunoassays.,"INTRODUCTION: We aimed to evaluate clinical interpretation cutpoints for two plasma phosphorylated tau (p-tau)217 assays (ALZpath and Lumipulse) as predictors of amyloid status for implementation in clinical practice. METHODS: Clinical performance of plasma p-tau217 against amyloid positron emission tomography status was evaluated in participants with mild cognitive impairment or mild dementia (n = 427). RESULTS: Using a one-cutpoint approach (negative/positive), neither assay achieved ≥ 90% in both sensitivity and specificity. A two-cutpoint approach yielding 92% sensitivity and 96% specificity provided the desired balance of false positives and false negatives, while categorizing 20% and 39% of results as indeterminate for the Lumipulse and ALZpath assays, respectively. DISCUSSION: This study provides a systematic framework for selection of assay-specific cutpoints for clinical use of plasma p-tau217 for determination of amyloid status. Our findings suggest that a two-cutpoint approach may have advantages in optimizing diagnostic accuracy while minimizing potential harm from false positive results. HIGHLIGHTS: Phosphorylated tau (p-tau)217 cutpoints for detection of amyloid pathology were established. A two-cutpoint approach exhibited the best performance for clinical laboratory use. p-tau217 assays differed in the percentage of results categorized as intermediate.",AD
38405341,Prognostic and Predictive Factors in Early Alzheimer's Disease: A Systematic Review.,"BACKGROUND: Alzheimer's disease (AD) causes progressive decline of cognition and function. There is a lack of systematic literature reviews on prognostic and predictive factors in its early clinical stages (eAD), i.e., mild cognitive impairment due to AD and mild AD dementia. OBJECTIVE: To identify prognostic factors affecting eAD progression and predictive factors for treatment efficacy and safety of approved and/or under late-stage development disease-modifying treatments. METHODS: Databases were searched (August 2022) for studies reporting prognostic factors associated with eAD progression and predictive factors for treatment response. The Quality in Prognostic Factor Studies tool or the Cochrane risk of bias tool were used to assess risk of bias. Two reviewers independently screened the records. A single reviewer performed data extraction and quality assessment. A second performed a 20% check. Content experts reviewed and interpreted the data collected. RESULTS: Sixty-one studies were included. Self-reporting, diagnosis definition, and missing data led to high risk of bias. Population size ranged from 110 to 11,451. Analyses found data indicating that older age was and depression may be associated with progression. Greater baseline cognitive impairment was associated with progression. APOE4 may be a prognostic factor, a predictive factor for treatment efficacy and predicts an adverse response (ARIA). Elevated biomarkers (CSF/plasma p-tau, CSF t-tau, and plasma neurofilament light) were associated with disease progression. CONCLUSIONS: Age was the strongest risk factor for progression. Biomarkers were associated with progression, supporting their use in trial selection and aiding diagnosis. Baseline cognitive impairment was a prognostic factor. APOE4 predicted ARIA, aligning with emerging evidence and relevant to treatment initiation/monitoring.",AD
39396065,Development and characterization of novel anti-acetylated tau monoclonal antibodies to probe pathogenic tau species in Alzheimer's disease.,"Tauopathies, including Alzheimer's disease (AD), are a class of neurodegenerative diseases characterized by the presence of insoluble tau inclusions. Tau phosphorylation has traditionally been viewed as the dominant post-translational modification (PTM) controlling tau function and pathogenesis in tauopathies. However, we and others have identified tau acetylation as a primary PTM regulating both normal tau function as well as abnormal pathogenic features including aggregation. Prior work showed robust tau acetylation in aggregation hotspots located within the 2nd and 3rd repeat regions of tau (residues K280 and K311) in tauopathy brains, including AD, compared to non-tauopathy controls. By screening thousands of hybridoma clones, we generated site-specific and modification-specific monoclonal antibodies targeting acetylated tau at residues K280 or K311. To validate these antibodies in a bona fide neuronal system, we targeted the acetyltransferase CBP to the cytoplasm of neurons to promote tau acetylation. Several antibody clones specifically detected CBP-acetylated tau and co-localized with ac-tau in neurons. Additionally, our lead optimal anti-acetylated-tau monoclonal antibodies detected robust tau pathology in tangles and neuritic plaques of human AD brains. Given the now emerging interest in acetylated tau as critical regulator of tau functions, these sensitive and highly specific tools will allow us to further unravel the tau PTM code and, importantly, could be deployed as diagnostic or disease-modifying agents.",AD
38651272,Associations of Serum Isoleucine with Mild Cognitive Impairment and Alzheimer's Disease.,"BACKGROUND: Advances in blood biomarker discovery have enabled the improved diagnosis and prognosis of Alzheimer&apos;s disease (AD). Most branched-chain amino acids, except isoleucine (Ile), are correlated with both mild cognitive impairment (MCI) and AD. Therefore, this study investigated the association between serum Ile levels and MCI/AD. METHODS: This study stratified 700 participants from the Alzheimer&apos;s Disease Neuroimaging Initiative database into four diagnostic groups: cognitively normal, stable MCI, progressive MCI, and AD. Analysis of covariance and chi-square analyses were used to test the demographic data. Receiver operating curve analyses were used to calculate the diagnostic accuracy of different biomarkers and were compared by MedCalc 20. Additionally, Cox proportional hazards models were used to measure the ability of serum Ile levels to predict disease conversion. Finally, a linear mixed-effects model was used to evaluate the associations between serum Ile levels and cognition, brain structure, and metabolism. RESULTS: Serum Ile concentration was decreased in AD and demonstrated significant diagnostic efficacy. The combination of serum Ile and cerebrospinal fluid (CSF) phosphorylated tau (P-tau) improved the diagnostic accuracy in AD compared to total tau (T-tau) alone. Serum Ile levels significantly predicted the conversion from MCI to AD (cutoff value of 78.3 μM). Finally, the results of this study also revealed a correlation between serum Ile levels and the Alzheimer&apos;s Disease Assessment Scale cognitive subscale Q4. CONCLUSIONS: Serum Ile may be a potential biomarker of AD. Ile had independent diagnostic efficacy and significantly improved the diagnostic accuracy of CSF P-tau in AD. MCI patients with a lower serum Ile level had a higher risk of progression to AD and a worse cognition assessment.",AD
38894849,Definition and analysis of gray matter atrophy subtypes in mild cognitive impairment based on data-driven methods.,"INTRODUCTION: Mild cognitive impairment (MCI) is an important stage in Alzheimer's disease (AD) research, focusing on early pathogenic factors and mechanisms. Examining MCI patient subtypes and identifying their cognitive and neuropathological patterns as the disease progresses can enhance our understanding of the heterogeneous disease progression in the early stages of AD. However, few studies have thoroughly analyzed the subtypes of MCI, such as the cortical atrophy, and disease development characteristics of each subtype. METHODS: In this study, 396 individuals with MCI, 228 cognitive normal (CN) participants, and 192 AD patients were selected from ADNI database, and a semi-supervised mixture expert algorithm (MOE) with multiple classification boundaries was constructed to define AD subtypes. Moreover, the subtypes of MCI were obtained by using the multivariate linear boundary mapping of support vector machine (SVM). Then, the gray matter atrophy regions and severity of each MCI subtype were analyzed and the features of each subtype in demography, pathology, cognition, and disease progression were explored combining the longitudinal data collected for 2 years and analyzed important factors that cause conversion of MCI were analyzed. RESULTS: Three MCI subtypes were defined by MOE algorithm, and the three subtypes exhibited their own features in cortical atrophy. Nearly one-third of patients diagnosed with MCI have almost no significant difference in cerebral cortex from the normal aging population, and their conversion rate to AD are the lowest. The subtype characterized by severe atrophy in temporal lobe and frontal lobe have a faster decline rate in many cognitive manifestations than the subtype featured with diffuse atrophy in the whole cortex. APOE ε4 is an important factor that cause the conversion of MCI to AD. CONCLUSION: It was proved through the data-driven method that MCI collected by ADNI baseline presented different subtype features. The characteristics and disease development trajectories among subtypes can help to improve the prediction of clinical progress in the future and also provide necessary clues to solve the classification accuracy of MCI.",AD
38439042,A causal relationship between panic disorder and risk of alzheimer disease: a two-sample mendelian randomization analysis.,"BACKGROUND: Observational studies have suggested a link between panic disorder (PD) and Alzheimer disease (AD). This study aimed to identify the underlying association of PD with the risk of AD using Mendelian randomization. METHODS: Genetic instrumental variables (IVs) were retrieved in the genome-wide association study between PD and AD. Then, five different models, namely inverse variance weighting (IVW), weighted median, weighted mode, MR-Egger and MR-robust adjusted profile scores (MR-RAPS), were used for MR Analysis. Finally, the heterogeneity and pleiotropy of identified IVs were verified by multiple sensitivity tests. RESULTS: The Cochran's Q test based on MR Egger and IVW showed that no evidence of heterogeneity was found in the effects of instrumental variables, so a fixed-effect model was used. IVW analysis (OR 1.000479, 95% CI [1.000147056, 1.000811539], p = 0.005) indicated that PD was associated with an increased risk of AD, and a causal association existed between them. Meanwhile, weighted median (OR 1.000513373, 95% CI [1.000052145, 1.000974814], p = 0.029) and MR-RAPS (OR 1.000510118, 95% CI [1.000148046, 1.00087232], p = 0.006) also showed the similar findings. In addition, extensive sensitivity analyses confirmed the robustness and accuracy of these results. CONCLUSION: This investigation provides evidence of a potential causal relationship between PD and the increased risk of AD. Based on our MR results, when diagnosing and treating patients with PD, clinicians should pay more attention to their AD-related symptoms to choose therapeutic measures or minimize comorbidities. Furthermore, the development of drugs that improve both PD and AD may better treat patients with these comorbidities.",AD
40663569,Peripheral administration of blood from tau transgenic animals exacerbates brain tau-associated pathology.,"The accumulation of amyloid plaques and neurofibrillary tangles are pathological hallmarks of Alzheimer's disease (AD). While amyloid-beta propagation through prion-like mechanisms has been extensively studied in both central and peripheral pathways, the potential spreading of tau aggregates in the periphery remains largely unexplored. Emerging evidence suggests that hyperphosphorylated tau (ptau) aggregates may propagate beyond the central nervous system, as they have been detected in peripheral tissues and biological fluids from humans and mouse models of tauopathies. However, whether peripheral ptau aggregates or other factors associated to its accumulation contribute to brain pathology remains unclear. In this study, we investigate the contribution of peripheral blood from aged P301S tau transgenic mice to tau-associated brain pathology. Blood was administered via intraperitoneal and intravenous routes to assess their effect on cognitive and motor impairment, ptau accumulation, and glial response. Our findings reveal that inoculation of blood from aged P301S mice increases tau pathology in the hippocampus, exacerbates motor and cognitive impairment, and elevates glial response. These results underscore the potential role of peripheral factors in driving brain pathology, supporting the hypothesis that blood from affected individuals contributes to the progression of tau-related neurodegeneration. Elucidating the mechanisms of tau dissemination could provide critical insights into disease progression and strengthen the rationale for targeting tau as a therapeutic strategy in AD and other tauopathies.",AD
38427486,Tau Immunotherapies for Alzheimer's Disease and Related Tauopathies: Status of Trials and Insights from Preclinical Studies.," The tau protein undergoes pathological changes in Alzheimer's disease and other tauopathies that eventually lead to functional impairments. Over the years, several therapeutic approaches have been examined to slow or halt the progression of tau pathology but have yet to lead to an approved disease-modifying treatment. Of the drugs in clinical trials that directly target tau, immunotherapies are the largest category and mostly consist of antibodies in different stages of development. There is a reasonable optimism that at least some of these compounds will have a clinically meaningful efficacy. This view is based on the significant although modest efficacy of some antibodies targeting amyloid-β in Alzheimer's disease and the fact that tau pathology correlates much better with the degree of dementia than amyloid-β lesions. In Alzheimer's disease, clearing pathological tau may therefore improve function later in the disease process than when removing amyloid-β. This review provides a brief update on the active and passive clinical tau immunization trials with insight from preclinical studies. Various epitopes are being targeted and some of the antibodies are said to target extracellular tau but because almost all of pathological tau is found intracellularly, the most efficacious antibodies should be able to enter the cell.",AD
40943807,Clinical Significance of APOE4 Genotyping: Potential for Personalized Therapy and Early Diagnosis of Alzheimer's Disease.,"Apolipoprotein E (APOE) remains the most robust and widely replicated genetic risk factor for late-onset Alzheimer's disease (AD) susceptibility, with the ε4 allele (APOE4) demonstrating profound associations with accelerated symptom manifestation, enhanced disease trajectory, and modified therapeutic responsiveness. This comprehensive review synthesizes contemporary evidence regarding the clinical utility of APOE4 genotyping, emphasizing its integration into personalized therapeutic frameworks and early diagnostic paradigms. The APOE4 variant exerts pathogenic influence through impaired amyloid-β clearance, enhanced tau pathology, and compromised neuronal repair mechanisms that alter disease phenotype. We systematically examine available genotyping methodologies, encompassing polymerase chain reaction (PCR) and next-generation sequencing (NGS) platforms, and evaluate their practical implementation within clinical environments. Recent investigations demonstrate that APOE4 status profoundly influences therapeutic efficacy, particularly with anti-amyloid interventions such as lecanemab, where carriers exhibit enhanced treatment response alongside increased adverse event susceptibility. Emerging gene therapeutic approaches show promise in mitigating APOE4-associated risks through targeted molecular interventions. The integration of APOE4 genotyping with fluid biomarkers and neuroimaging techniques enables refined patient stratification and enhanced diagnostic precision, facilitating earlier intervention windows that optimize therapeutic outcomes before irreversible neuronal damage occurs. This review underscores APOE4 testing as a transformative component of precision medicine in AD management, emphasizing its contribution to diagnostic refinement, clinical decision support, and targeted therapeutic interventions.",AD
38627753,Pathophysiology characterization of Alzheimer's disease in South China's aging population: for the Greater-Bay-Area Healthy Aging Brain Study (GHABS).,"INTRODUCTION: The Guangdong-Hong Kong-Macao Greater-Bay-Area of South China has an 86 million population and faces a significant challenge of Alzheimer's disease (AD). However, the characteristics and prevalence of AD in this area are still unclear due to the rarely available community-based neuroimaging AD cohort. METHODS: Following the standard protocols of the Alzheimer's Disease Neuroimaging Initiative, the Greater-Bay-Area Healthy Aging Brain Study (GHABS) was initiated in 2021. GHABS participants completed clinical assessments, plasma biomarkers, genotyping, magnetic resonance imaging (MRI), β-amyloid (Aβ) positron emission tomography (PET) imaging, and tau PET imaging. The GHABS cohort focuses on pathophysiology characterization and early AD detection in the Guangdong-Hong Kong-Macao Greater Bay Area. In this study, we analyzed plasma Aβ(42)/Aβ(40) (A), p-Tau(181) (T), neurofilament light, and GFAP by Simoa in 470 Chinese older adults, and 301, 195, and 70 had MRI, Aβ PET, and tau PET, respectively. Plasma biomarkers, Aβ PET, tau PET, hippocampal volume, and temporal-metaROI cortical thickness were compared between normal control (NC), subjective cognitive decline (SCD), mild cognitive impairment (MCI), and dementia groups, controlling for age, sex, and APOE-ε4. The prevalence of plasma A/T profiles and Aβ PET positivity were also determined in different diagnostic groups. RESULTS: The aims, study design, data collection, and potential applications of GHABS are summarized. SCD individuals had significantly higher plasma p-Tau(181) and plasma GFAP than the NC individuals. MCI and dementia patients showed more abnormal changes in all the plasma and neuroimaging biomarkers than NC and SCD individuals. The frequencies of plasma A+/T+ (NC; 5.9%, SCD: 8.2%, MCI: 25.3%, dementia: 64.9%) and Aβ PET positivity (NC: 25.6%, SCD: 22.5%, MCI: 47.7%, dementia: 89.3%) were reported. DISCUSSION: The GHABS cohort may provide helpful guidance toward designing standard AD community cohorts in South China. This study, for the first time, reported the pathophysiology characterization of plasma biomarkers, Aβ PET, tau PET, hippocampal atrophy, and AD-signature cortical thinning, as well as the prevalence of Aβ PET positivity in the Guangdong-Hong Kong-Macao Greater Bay Area of China. These findings provide novel insights into understanding the characteristics of abnormal AD pathological changes in South China's older population.",AD
40121165,Phenotypic alterations in peripheral blood B Lymphocytes of patients with Alzheimer's Disease.,"INTRODUCTION: Dysfunction of humoral immunity has been implicated in the pathogenesis of Alzheimer's disease (AD). The distribution of B lymphocyte subsets and their clinical relevance in AD remain unclear. OBJECTIVE: In this study, we aimed to investigate the distribution of peripheral blood B lymphocyte subsets and their relevance with cognition and biomarkers in AD. DESIGN, SETTING, AND PARTICIPANTS: We evaluated the immunophenotype of peripheral B lymphocytes in 27 AD patients confirmed by PET-Amyloid scan and 32 cognitively normal controls. RESULTS: The phenotype of B lymphocytes is altered in AD patients. AD patients exhibit a decrease in both the numbers and proportions of switched memory (SwM) B cells and double-negative (DN) B cells. The proportion of unswitched memory (USwM) B cells was increased after in vitro stimulation. Additionally, B cells that produce proinflammatory cytokines including GM-CSF, IFN-γ, and TNF-α are increased, while those that produce the anti-inflammatory cytokine IL-10 are decreased in AD patients after in vitro stimulation. These alterations in B cell populations were linked to cognitive functions and biomarkers, including Aβ42/40 and pTau181, in AD patients. DISCUSSION: This study reveals an altered B-lymphocyte phenotype in AD patients, marked by functional and compositional dysregulation. Further research incorporating mechanistic, longitudinal, and functional studies is needed to determine whether these immune perturbations directly contribute to AD pathogenesis or arise as secondary effects of neurodegeneration.",AD
40654957,Measuring neurofilament light in human plasma and cerebrospinal fluid: a comparison of five analytical immunoassays.,"OBJECTIVES: Neurofilament light (NfL) is an established biofluid marker of neuroaxonal injury for neurological diseases. Several high-throughput and sensitive immunoassays have been developed to quantify NfL in blood and cerebrospinal fluid (CSF), facilitating the use of NfL as a biomarker in research and clinical practice. However, because of the lack of rigorous comparisons of assays, it has been difficult to determine whether data are comparable and whether assay performance differs. Here, we compared the performance of five NfL immunoassays. METHODS: To assess the five NfL immunoassays (Fujirebio, ProteinSimple, Quanterix, Roche and Siemens), we used pooled plasma or pooled CSF, as well as unique samples from 20 healthy controls and 20 individuals with El Escorial defined probable or definite amyotrophic lateral sclerosis (ALS), to evaluate precision, parallelism and/or bias. We also examined correlations between plasma and CSF NfL concentrations within and across assays and evaluated their ability to differentiate healthy controls from individuals with ALS. RESULTS: Four of the five assays demonstrated exemplary performance based on our analyses of precision and parallelism. Across the five assays, NfL concentrations were lower in plasma than in CSF, although they displayed a high degree of correlation. We noted bias across assays; plasma NfL concentrations were lowest for the Roche assay and highest for the ProteinSimple assay. In addition, all assays reliably distinguished healthy controls from individuals with ALS using plasma or CSF NfL. CONCLUSIONS: Four NfL assays demonstrated similar analytic performance. Alongside performance, other factors such as costs, accessibility, useability, footprint, and intended use, should be considered.",AD
38644883,Causal association and mediating effect of blood biochemical metabolic traits and brain image-derived endophenotypes on Alzheimer's disease.,"BACKGROUND: Recent genetic evidence supports that circulating biochemical and metabolic traits (BMTs) play a causal role in Alzheimer's disease (AD), which might be mediated by changes in brain structure. Here, we leveraged publicly available genome-wide association study data to investigate the intrinsic causal relationship between blood BMTs, brain image-derived phenotypes (IDPs) and AD. METHODS: Utilizing the genetic variants associated with 760 blood BMTs and 172 brain IDPs as the exposure and the latest AD summary statistics as the outcome, we analyzed the causal relationship between blood BMTs and brain IDPs and AD by using a two-sample Mendelian randomization (MR) method. Additionally, we used two-step/mediation MR to study the mediating effect of brain IDPs between blood BMTs and AD. RESULTS: Twenty-five traits for genetic evidence supporting a causal association with AD were identified, including 12 blood BMTs and 13 brain IDPs. For BMTs, glutamine consistently reduced the risk of AD in 3 datasets. For IDPs, specific alterations of cortical thickness (atrophy in frontal pole and insular lobe, and incrassation in superior parietal lobe) and subcortical volume (atrophy in hippocampus and its subgroups, left accumbens and left choroid plexus, and expansion in cerebral white matter) are vulnerable to AD. In the two-step/mediation MR analysis, superior parietal lobe, right hippocampal fissure and left accumbens were identified to play a potential mediating role among three blood BMTs and AD. CONCLUSIONS: The results obtained in our study suggest that 12 circulating BMTs and 13 brain IDPs play a causal role in AD. Importantly, a subset of BMTs exhibit shared genetic architecture and potentially causal relationships with brain structure, which may contribute to the alteration of brain IDPs in AD.",AD
40800505,Regional deep atrophy: Using temporal information to automatically identify regions associated with Alzheimer's disease progression from longitudinal MRI.,"Longitudinal assessment of brain atrophy, particularly in the hippocampus, is a well-studied biomarker for neurodegenerative diseases, such as Alzheimer's disease (AD). Estimating brain progression patterns can be applied to understanding the therapeutic effects of amyloid-clearing drugs in research and detecting the earliest sign of accelerated atrophy in clinical settings. However, most state-of-the-art measurements calculate changes directly by segmentation and/or deformable registration of MRI images, and may misreport head motion or MRI artifacts as neurodegeneration, impacting their accuracy. In our previous study, we developed a deep learning method DeepAtrophy that uses a convolutional neural network to quantify differences between longitudinal MRI scan pairs that are associated with time. DeepAtrophy has high accuracy in inferring temporal information from longitudinal MRI scans, such as temporal order or relative interscan interval. DeepAtrophy also provides an overall atrophy score that was shown to perform well as a potential biomarker of disease progression and treatment efficacy. However, DeepAtrophy is not interpretable, and it is unclear what changes in the MRI contribute to progression measurements. In this paper, we propose Regional Deep Atrophy (RDA), which combines the temporal inference approach from DeepAtrophy with a deformable registration neural network and attention mechanism that highlights regions in the MRI image where longitudinal changes are contributing to temporal inference. RDA has similar prediction accuracy as DeepAtrophy, but its additional interpretability makes it more acceptable for use in clinical settings, and may lead to more sensitive biomarkers for disease monitoring and progression understanding in preclinical AD.",AD
39147931,Cryo-EM structures of cotton wool plaques' amyloid β and of tau filaments in dominantly inherited Alzheimer disease.,"Cotton wool plaques (CWPs) have been described as features of the neuropathologic phenotype of dominantly inherited Alzheimer disease (DIAD) caused by some missense and deletion mutations in the presenilin 1 (PSEN1) gene. CWPs are round, eosinophilic amyloid-β (Aβ) plaques that lack an amyloid core and are recognizable, but not fluorescent, in Thioflavin S (ThS) preparations. Amino-terminally truncated and post-translationally modified Aβ peptide species are the main component of CWPs. Tau immunopositive neurites may be present in CWPs. In addition, neurofibrillary tangles coexist with CWPs. Herein, we report the structure of Aβ and tau filaments isolated from brain tissue of individuals affected by DIAD caused by the PSEN1 V261I and A431E mutations, with the CWP neuropathologic phenotype. CWPs are predominantly composed of type I Aβ filaments present in two novel arrangements, type Ic and type Id; additionally, CWPs contain type I and type Ib Aβ filaments. Tau filaments have the AD fold, which has been previously reported in sporadic AD and DIAD. The formation of type Ic and type Id Aβ filaments may be the basis for the phenotype of CWPs. Our data are relevant for the development of PET imaging methodologies to best detect CWPs in DIAD.",AD
40732946,High-Density Lipoprotein Cholesterol and Cognitive Function in Older Korean Adults Without Dementia: Apolipoprotein E4 as a Moderating Factor.,"Background: High-density lipoprotein cholesterol (HDL-C) is known for its cardiovascular and neuroprotective effects, but its association with cognitive function remains unclear, particularly in relation to genetic factors such as apolipoprotein E ε4 (APOE4). We aimed to investigate the association between serum HDL-C levels and cognition and to examine the moderating effect of APOE4 on this relationship. Methods: This cross-sectional study included 196 dementia-free older adults (aged 65-90) recruited from a memory clinic and the community. Cognitive function was assessed across multiple domains using the Consortium to Establish a Registry for Alzheimer's Disease (CERAD) battery. Serum HDL-C levels were measured, and APOE4 genotyping was performed. Multiple linear regression analyses were conducted, adjusting for age, sex, APOE4 status, education, diagnosis, vascular risk, nutritional status, physical activity, and blood biomarkers. Results: Higher HDL-C levels were significantly associated with better episodic memory (B = 0.109, 95% confidence interval [CI]: 0.029-0.189, p = 0.008) and global cognition (B = 0.130, 95% CI: 0.001-0.261, p = 0.049). These associations were significantly moderated by APOE4 status. In APOE4-positive individuals, HDL-C was strongly associated with both episodic memory (B = 0.357, 95% CI: 0.138-0.575, p = 0.003) and global cognition (B = 0.519, 95% CI: 0.220-0.818, p = 0.002), but no such associations were observed in APOE4-negative participants. Conclusions: This study indicates a significant association between serum HDL-C levels and cognitive function, particularly in episodic memory and global cognition, with APOE4 status potentially moderating this relationship. While these findings may suggest a protective role of HDL-C in individuals at increased genetic risk due to APOE4, they should be interpreted with caution given the cross-sectional design. Future longitudinal and mechanistic studies are warranted to clarify causality and potential clinical implications.",AD
38706272,Dominantly Inherited Alzheimer Network Trials Unit (DIAN-TU): Trial Satisfaction and Attitudes towards Future Clinical Trials.,"BACKGROUND: Clinical trial satisfaction is increasingly important for future trial designs and is associated with treatment adherence and willingness to enroll in future research studies or to recommend trial participation. In this post-trial survey, we examined participant satisfaction and attitudes toward future clinical trials in the Dominantly Inherited Alzheimer Network Trials Unit (DIAN-TU). METHODS: We developed an anonymous, participant satisfaction survey tailored to participants enrolled in the DIAN-TU-001 double-blind clinical trial of solanezumab or gantenerumab and requested that all study sites share the survey with their trial participants. A total of 194 participants enrolled in the trial at 24 study sites. We utilized regression analysis to explore the link between participants' clinical trial experiences, their satisfaction, and their willingness to participate in upcoming trials. RESULTS: Survey responses were received over a sixteen-month window during 2020-2021 from 58 participants representing 15 study sites. Notably, 96.5% of the survey respondents expressed high levels of satisfaction with the trial, 91.4% would recommend trial participation, and 96.5% were willing to enroll again. Age, gender, and education did not influence satisfaction levels. Participants reported enhanced medical care (70.7%) and pride in contributing to the DIAN-TU trial (84.5%). Satisfaction with personnel and procedures was high (98.3%). Respondents had a mean age of 48.7 years, with most being from North America and Western Europe, matching the trial's demographic distribution. Participants' decisions to learn their genetic status increased during the trial, and most participants endorsed considering future trial participation regardless of the DIAN-TU-001 trial outcome. CONCLUSION: Results suggest that DIAN-TU-001 participants who responded to the survey exhibited high motivation to participate in research, overall satisfaction with the clinical trial, and willingness to participate in research in the future, despite a long trial duration of 4-7 years with detailed annual clinical, cognitive, PET, MRI, and lumbar puncture assessments. Implementation of features that alleviate barriers and challenges to trial participation is like to have a high impact on trial satisfaction and reduce participant burden.",AD
40317322,The interactome of tau phosphorylated at T217 in Alzheimer's disease human brain tissue.,"Hyperphosphorylated tau (pTau) in Alzheimer's disease (AD) brain tissue is a complex mix of multiple tau species that are variably phosphorylated. The emerging studies suggest that phosphorylation of specific residues may alter the role of tau. The role of specific pTau species can be explored through protein interactome studies. The aim of this study was to analyse the interactome of tau phosphorylated at T217 (pT217), which biomarker studies suggest is one of the earliest accumulating tau species in AD. pT217 interactors were identified in fresh-frozen human brain tissue from 10 cases of advanced AD using affinity purification-mass spectrometry. The cases included a balanced cohort of APOE ε3/ε3 and ε4/ε4 genotypes (n = 5 each) to explore how apolipoprotein E altered phosphorylated tau interactions. The results were compared to our previous interactome dataset that profiled the interactors of PHF1-enriched tau to determine if individual pTau species have different interactomes. 23 proteins were identified as bona fide pT217 interactors, including known pTau interactor SQSTM1. pT217 enriched tau was phosphorylated at fewer residues compared to PHF1-enriched tau, suggesting an earlier stage of pathology development. Notable pT217 interactors included five subunits of the CTLH E3 ubiquitin ligase (WDR26, ARMC8, GID8, RANBP9, MAEA), which has not previously been linked to AD. In APOE ε3/ε3 cases pT217 significantly interacted with 46 proteins compared to 28 in APOE ε4/ε4 cases, but these proteins were significantly overlapped. CTLH E3 ubiquitin ligase subunits significantly interacted with phosphorylated tau in both APOE genotypes. pT217 interactions with SQSTM1, WDR26 and RANBP9 were validated using co-immunoprecipitation and immunofluorescent microscopy of post-mortem human brain tissue, which showed colocalisation of both protein interactors with tau pathology. Our results report the interactome of pT217 in human Alzheimer's disease brain tissue for the first time and highlight the CTLH E3 ubiquitin ligase complex as a significant novel interactor of pT217 tau.",AD
40986433,Implication for Clinical Trials From Longitudinal Tau-PET Accumulation Across Biological Alzheimer Disease Stages.,"BACKGROUND AND OBJECTIVES: Tau-PET is increasingly used in Alzheimer disease (AD) clinical trials, both for participant selection based on disease stage and as an outcome measure. However, the longitudinal patterns of tau accumulation according to AD stages remain unclear. We aimed to examine the patterns of tau-PET accumulation in different AD stages defined by the Alzheimer's Association Workgroup to inform trial design. METHODS: This was a retrospective analysis of data collected from participants in 2 longitudinal observational cohort studies: the Translational Biomarkers in Aging and Dementia (TRIAD) study from Montreal, Canada, and Alzheimer's Disease Neuroimaging Initiative (ADNI), a multisite study in North America. Amyloid-PET-positive participants were biologically staged as one of the following based on tau-PET uptake: A+T(2)- (initial), A+T(2MTL)+ (early), A+T(2MOD)+ (intermediate), and A+T(2HIGH)+ (advanced). Amyloid-PET-negative participants were included as non-AD controls. All participants underwent amyloid-PET and tau-PET imaging, with longitudinal follow-up (mean: 2.96 ± 1.35 years). Linear mixed-effects models evaluated stage-specific regional longitudinal tau-PET changes; statistical power analyses estimated the sample sizes needed to detect differences in tau-PET accumulation for future AD trials. RESULTS: The study included 542 participants (mean age: 67.9 ± 15.3 years; 56.3% female), comprising 321 non-AD controls and 221 individuals with AD. The baseline AD stage determined both the regional distribution and magnitude of tau accumulation. No significant accumulation occurred in A+T(2)- individuals over 4-6 years. In those with early-stage AD, tau accumulation was localized to early affected regions (TRIAD: β = 0.15, 95% CI 0.09-0.21, p < 0.001; ADNI: β = 0.21, 95% CI 0.03-0.40, p = 0.03). Individuals with intermediate-stage AD showed accumulation in intermediate regions (TRIAD: β = 0.16, 95% CI 0.10-0.22, p < 0.001; ADNI: β = 0.37, 95% CI 0.15-0.59, p = 0.001) while those with advanced-stage AD exhibited accumulation in later affected regions (TRIAD: β = 0.45, 95% CI 0.39-0.50, p < 0.001; ADNI: β = 0.31, 95% CI 0.14-0.49, p < 0.001). Stage-specific tau-PET region-of-interest selection reduced required sample sizes by 30%-93% for detecting hypothetical disease-modifying drug effects. DISCUSSION: Stage-specific patterns of tau-PET change highlighted the importance of baseline biological AD staging for selecting outcome regions of interest. Statistical power analyses indicated that aligning outcome regions with disease stage reduced sample size estimates, suggesting potential gains in trial efficiency. While findings were consistent across 2 independent cohorts, differences in tracers and demographic composition represent key limitations.",AD
